uttid,wav_path,transcription,length_seconds
BAC009S0358W0336,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0358W0336.wav,"{'uttid': 'BAC009S0358W0336', 'text': '商品的数据更加 CLEAR', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0358W0336.wav', 'rtf': '0.0091'}",2.876
BAC009S0157W0164,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0157W0164.wav,"{'uttid': 'BAC009S0157W0164', 'text': '中数据的价格波动较大', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0157W0164.wav', 'rtf': '0.0091'}",3.216
BAC009S0097W0286,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0097W0286.wav,"{'uttid': 'BAC009S0097W0286', 'text': '升级新系统有多大价值', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0097W0286.wav', 'rtf': '0.0091'}",3.216
BAC009S0665W0134,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0665W0134.wav,"{'uttid': 'BAC009S0665W0134', 'text': '张家村十字路口 FAST停下车', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0665W0134.wav', 'rtf': '0.0091'}",3.727
BAC009S0072W0219,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0072W0219.wav,"{'uttid': 'BAC009S0072W0219', 'text': '我怎么 TO火锅拌面', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0072W0219.wav', 'rtf': '0.0091'}",2.96
BAC009S0147W0280,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0147W0280.wav,"{'uttid': 'BAC009S0147W0280', 'text': '当智能手机操作打印机', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0147W0280.wav', 'rtf': '0.0091'}",2.976
BAC009S0657W0431,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0657W0431.wav,"{'uttid': 'BAC009S0657W0431', 'text': '马上暂停比赛参与施救', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0657W0431.wav', 'rtf': '0.0091'}",3.359
BAC009S0096W0473,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0096W0473.wav,"{'uttid': 'BAC009S0096W0473', 'text': '我们学校的系统还没有更新', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0096W0473.wav', 'rtf': '0.0091'}",3.083
BAC009S0050W0126,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0050W0126.wav,"{'uttid': 'BAC009S0050W0126', 'text': '据中国指数研究院监测', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0050W0126.wav', 'rtf': '0.0091'}",3.386
BAC009S0114W0195,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0114W0195.wav,"{'uttid': 'BAC009S0114W0195', 'text': 'BIG项目工作组成的骨干产品', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0114W0195.wav', 'rtf': '0.0091'}",3.519
BAC009S0206W0215,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0206W0215.wav,"{'uttid': 'BAC009S0206W0215', 'text': '就是有时候想起来好像有一次就是', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0206W0215.wav', 'rtf': '0.0091'}",3.6
BAC009S0239W0194,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0239W0194.wav,"{'uttid': 'BAC009S0239W0194', 'text': '要及时启动控制电池', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0239W0194.wav', 'rtf': '0.0091'}",3.144
BAC009S0095W0220,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0095W0220.wav,"{'uttid': 'BAC009S0095W0220', 'text': '之前说的是买的', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0095W0220.wav', 'rtf': '0.0091'}",3.564
BAC009S0099W0327,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0099W0327.wav,"{'uttid': 'BAC009S0099W0327', 'text': '我方禁用英雄', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0099W0327.wav', 'rtf': '0.0091'}",2.557
BAC009S0355W0214,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0355W0214.wav,"{'uttid': 'BAC009S0355W0214', 'text': '生产成本反而可能更高', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0355W0214.wav', 'rtf': '0.0091'}",3.497
BAC009S0037W0244,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0037W0244.wav,"{'uttid': 'BAC009S0037W0244', 'text': '如何应付如何分解', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0037W0244.wav', 'rtf': '0.0091'}",2.793
BAC009S0208W0323,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0208W0323.wav,"{'uttid': 'BAC009S0208W0323', 'text': ""盈利模式 CAN'T出来了"", 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0208W0323.wav', 'rtf': '0.0091'}",2.933
BAC009S0363W0293,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0363W0293.wav,"{'uttid': 'BAC009S0363W0293', 'text': '一旦形成大数据模式', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0363W0293.wav', 'rtf': '0.0091'}",3.211
BAC009S0703W0216,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0703W0216.wav,"{'uttid': 'BAC009S0703W0216', 'text': '我方高地防御塔正在被攻击', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0703W0216.wav', 'rtf': '0.0091'}",3.444
BAC009S0130W0244,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0130W0244.wav,"{'uttid': 'BAC009S0130W0244', 'text': '夯实合规运作基础', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0130W0244.wav', 'rtf': '0.0091'}",2.856
BAC009S0144W0322,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0144W0322.wav,"{'uttid': 'BAC009S0144W0322', 'text': '根据中怡康数据统计', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0144W0322.wav', 'rtf': '0.0091'}",2.413
BAC009S0599W0161,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0599W0161.wav,"{'uttid': 'BAC009S0599W0161', 'text': '国家统计局促进组织', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0599W0161.wav', 'rtf': '0.0091'}",2.738
BAC009S0099W0259,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0099W0259.wav,"{'uttid': 'BAC009S0099W0259', 'text': '这一点类似于我们的新闻', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0099W0259.wav', 'rtf': '0.0091'}",2.6
BAC009S0108W0264,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0108W0264.wav,"{'uttid': 'BAC009S0108W0264', 'text': '在全球移动操作系统中', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0108W0264.wav', 'rtf': '0.0091'}",2.707
BAC009S0139W0166,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0139W0166.wav,"{'uttid': 'BAC009S0139W0166', 'text': '根据亚豪机构数据统计', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0139W0166.wav', 'rtf': '0.0091'}",3.391
BAC009S0100W0164,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0100W0164.wav,"{'uttid': 'BAC009S0100W0164', 'text': '国家统计局数据显示', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0100W0164.wav', 'rtf': '0.0091'}",3.004
BAC009S0358W0311,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0358W0311.wav,"{'uttid': 'BAC009S0358W0311', 'text': 'HOPE你是真正爱我的神', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0358W0311.wav', 'rtf': '0.0091'}",2.921
BAC009S0230W0176,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0230W0176.wav,"{'uttid': 'BAC009S0230W0176', 'text': '中原地产最新数据显示', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0230W0176.wav', 'rtf': '0.0091'}",3.295
BAC009S0209W0442,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0209W0442.wav,"{'uttid': 'BAC009S0209W0442', 'text': '大家都不是超级 FASHION的那种', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0209W0442.wav', 'rtf': '0.0091'}",2.781
BAC009S0242W0333,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0242W0333.wav,"{'uttid': 'BAC009S0242W0333', 'text': 'BUY民间资本启动非常好', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0242W0333.wav', 'rtf': '0.0091'}",3.323
BAC009S0047W0148,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0047W0148.wav,"{'uttid': 'BAC009S0047W0148', 'text': '进而加重企业资金压力', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0047W0148.wav', 'rtf': '0.0091'}",3.442
BAC009S0125W0328,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0125W0328.wav,"{'uttid': 'BAC009S0125W0328', 'text': '没有软件就没有设备', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0125W0328.wav', 'rtf': '0.0091'}",2.547
BAC009S0664W0282,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0664W0282.wav,"{'uttid': 'BAC009S0664W0282', 'text': '开启拉货的直销模式', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0664W0282.wav', 'rtf': '0.0091'}",2.927
BAC009S0040W0250,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0040W0250.wav,"{'uttid': 'BAC009S0040W0250', 'text': '据数据统计', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0040W0250.wav', 'rtf': '0.0091'}",2.263
BAC009S0109W0134,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0109W0134.wav,"{'uttid': 'BAC009S0109W0134', 'text': '骑士的战争骑士的枪战', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0109W0134.wav', 'rtf': '0.0091'}",3.11
BAC009S0198W0303,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0198W0303.wav,"{'uttid': 'BAC009S0198W0303', 'text': '目前正在帮助客户体验', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0198W0303.wav', 'rtf': '0.0091'}",3.234
BAC009S0092W0210,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0092W0210.wav,"{'uttid': 'BAC009S0092W0210', 'text': '可以启动', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0092W0210.wav', 'rtf': '0.0091'}",3.213
BAC009S0348W0366,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0348W0366.wav,"{'uttid': 'BAC009S0348W0366', 'text': '我们需要 GET一个什么', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0348W0366.wav', 'rtf': '0.0091'}",3.482
BAC009S0351W0358,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0351W0358.wav,"{'uttid': 'BAC009S0351W0358', 'text': '为了控制纤维的摄入量', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0351W0358.wav', 'rtf': '0.0091'}",2.847
BAC009S0094W0122,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0094W0122.wav,"{'uttid': 'BAC009S0094W0122', 'text': '统计局发布的数据显示', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0094W0122.wav', 'rtf': '0.0091'}",3.02
BAC009S0342W0225,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0342W0225.wav,"{'uttid': 'BAC009S0342W0225', 'text': '仅记者手中掌握的数据', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0342W0225.wav', 'rtf': '0.0091'}",3.14
BAC009S0067W0164,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0067W0164.wav,"{'uttid': 'BAC009S0067W0164', 'text': '国家统计局数据显示', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0067W0164.wav', 'rtf': '0.0091'}",2.696
BAC009S0009W0289,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0009W0289.wav,"{'uttid': 'BAC009S0009W0289', 'text': '你也自己打车回去', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0009W0289.wav', 'rtf': '0.0091'}",2.797
BAC009S0340W0301,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0340W0301.wav,"{'uttid': 'BAC009S0340W0301', 'text': '我想我想我想我想', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0340W0301.wav', 'rtf': '0.0091'}",2.937
BAC009S0043W0165,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0043W0165.wav,"{'uttid': 'BAC009S0043W0165', 'text': 'AN ALLY HAS BEEN SLAIN', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0043W0165.wav', 'rtf': '0.0091'}",2.661
BAC009S0021W0470,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0021W0470.wav,"{'uttid': 'BAC009S0021W0470', 'text': '一定要把音量继续调大', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0021W0470.wav', 'rtf': '0.0091'}",2.8
BAC009S0217W0172,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0217W0172.wav,"{'uttid': 'BAC009S0217W0172', 'text': '着力提升资本运作水平', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0217W0172.wav', 'rtf': '0.0091'}",3.709
BAC009S0705W0259,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0705W0259.wav,"{'uttid': 'BAC009S0705W0259', 'text': '以降低成本和提高产量', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0705W0259.wav', 'rtf': '0.0091'}",3.333
BAC009S0174W0351,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0174W0351.wav,"{'uttid': 'BAC009S0174W0351', 'text': '现在我的睫毛是 MUSIC的形状', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0174W0351.wav', 'rtf': '0.0091'}",3.298
BAC009S0708W0287,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0708W0287.wav,"{'uttid': 'BAC009S0708W0287', 'text': '对对对就是那个爱哭鬼那个角色', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0708W0287.wav', 'rtf': '0.0091'}",2.962
BAC009S0165W0223,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0165W0223.wav,"{'uttid': 'BAC009S0165W0223', 'text': '分布式电源立马推出后', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0165W0223.wav', 'rtf': '0.0091'}",3.074
BAC009S0520W0330,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0520W0330.wav,"{'uttid': 'BAC009S0520W0330', 'text': '并复制与解析同 DO模式', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0520W0330.wav', 'rtf': '0.0091'}",3.124
BAC009S0517W0471,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0517W0471.wav,"{'uttid': 'BAC009S0517W0471', 'text': '次日在医院检查才发现', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0517W0471.wav', 'rtf': '0.0091'}",3.126
BAC009S0140W0157,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0140W0157.wav,"{'uttid': 'BAC009S0140W0157', 'text': '根据亚豪机构数据调节', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0140W0157.wav', 'rtf': '0.0091'}",3.6
BAC009S0109W0352,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0109W0352.wav,"{'uttid': 'BAC009S0109W0352', 'text': '那比利时皇马队长简直特别差', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0109W0352.wav', 'rtf': '0.0091'}",3.074
BAC009S0026W0317,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0026W0317.wav,"{'uttid': 'BAC009S0026W0317', 'text': '据腰围自己统计可以自定', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0026W0317.wav', 'rtf': '0.0091'}",3.992
BAC009S0052W0301,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0052W0301.wav,"{'uttid': 'BAC009S0052W0301', 'text': '我是在进行创新', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0052W0301.wav', 'rtf': '0.0091'}",2.832
BAC009S0217W0211,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0217W0211.wav,"{'uttid': 'BAC009S0217W0211', 'text': '保证 ZHIHU设施正常运行', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0217W0211.wav', 'rtf': '0.0091'}",3.555
BAC009S0510W0131,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0510W0131.wav,"{'uttid': 'BAC009S0510W0131', 'text': '登记数据整合建库', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0510W0131.wav', 'rtf': '0.0091'}",3.014
BAC009S0067W0201,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0067W0201.wav,"{'uttid': 'BAC009S0067W0201', 'text': '设定了严格的法律责任', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0067W0201.wav', 'rtf': '0.0091'}",3.233
BAC009S0184W0398,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0184W0398.wav,"{'uttid': 'BAC009S0184W0398', 'text': '但好在还是控制不住自己', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0184W0398.wav', 'rtf': '0.0091'}",3.346
BAC009S0160W0305,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0160W0305.wav,"{'uttid': 'BAC009S0160W0305', 'text': '曾在广汽丰田负责生产', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0160W0305.wav', 'rtf': '0.0091'}",3.744
BAC009S0094W0448,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0094W0448.wav,"{'uttid': 'BAC009S0094W0448', 'text': '今日自动扶梯恢复运行', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0094W0448.wav', 'rtf': '0.0091'}",3.437
BAC009S0052W0451,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0052W0451.wav,"{'uttid': 'BAC009S0052W0451', 'text': '要求填写清单给你报一份', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0052W0451.wav', 'rtf': '0.0091'}",3.826
BAC009S0134W0347,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0134W0347.wav,"{'uttid': 'BAC009S0134W0347', 'text': '能控制好的只有自己', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0134W0347.wav', 'rtf': '0.0091'}",3.165
BAC009S0112W0267,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0112W0267.wav,"{'uttid': 'BAC009S0112W0267', 'text': '尽管有投放数量的数据', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0112W0267.wav', 'rtf': '0.0091'}",3.13
BAC009S0091W0155,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0091W0155.wav,"{'uttid': 'BAC009S0091W0155', 'text': '都需要作出调整和变化', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0091W0155.wav', 'rtf': '0.0091'}",3.139
BAC009S0130W0122,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0130W0122.wav,"{'uttid': 'BAC009S0130W0122', 'text': '求数据可以明显看出', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0130W0122.wav', 'rtf': '0.0091'}",2.896
BAC009S0666W0323,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0666W0323.wav,"{'uttid': 'BAC009S0666W0323', 'text': '智能家居系统的制造商', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0666W0323.wav', 'rtf': '0.0091'}",3.154
BAC009S0212W0244,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0212W0244.wav,"{'uttid': 'BAC009S0212W0244', 'text': '二零一一年四月十七日', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0212W0244.wav', 'rtf': '0.0091'}",4.163
BAC009S0061W0311,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0061W0311.wav,"{'uttid': 'BAC009S0061W0311', 'text': '再将其原理向', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0061W0311.wav', 'rtf': '0.0091'}",2.994
BAC009S0100W0142,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0100W0142.wav,"{'uttid': 'BAC009S0100W0142', 'text': '为缓解房价上涨压力', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0100W0142.wav', 'rtf': '0.0091'}",3.127
BAC009S0222W0455,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0222W0455.wav,"{'uttid': 'BAC009S0222W0455', 'text': '我是普通基层的护理狂犬', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0222W0455.wav', 'rtf': '0.0091'}",3.184
BAC009S0209W0147,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0209W0147.wav,"{'uttid': 'BAC009S0209W0147', 'text': '这家伙怎么回事这么小声', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0209W0147.wav', 'rtf': '0.0091'}",2.952
BAC009S0077W0182,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0077W0182.wav,"{'uttid': 'BAC009S0077W0182', 'text': '在销售数据 EASY出现了一定的差距', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0077W0182.wav', 'rtf': '0.0091'}",3.301
BAC009S0719W0427,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0719W0427.wav,"{'uttid': 'BAC009S0719W0427', 'text': '因角色的力量 WISH', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0719W0427.wav', 'rtf': '0.0091'}",3.011
BAC009S0353W0150,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0353W0150.wav,"{'uttid': 'BAC009S0353W0150', 'text': '它可以牢牢控制阿里巴巴', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0353W0150.wav', 'rtf': '0.0091'}",3.135
BAC009S0243W0240,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0243W0240.wav,"{'uttid': 'BAC009S0243W0240', 'text': '继续程序运作', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0243W0240.wav', 'rtf': '0.0091'}",2.575
BAC009S0199W0278,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0199W0278.wav,"{'uttid': 'BAC009S0199W0278', 'text': '这一款 BUBBLE目前出了几种食品', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0199W0278.wav', 'rtf': '0.0091'}",3.229
BAC009S0361W0313,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0361W0313.wav,"{'uttid': 'BAC009S0361W0313', 'text': '在 SEE和回复均衡的一些', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0361W0313.wav', 'rtf': '0.0091'}",3.392
BAC009S0071W0366,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0071W0366.wav,"{'uttid': 'BAC009S0071W0366', 'text': '贵人鸟发光不是很 SLOW吗', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0071W0366.wav', 'rtf': '0.0091'}",2.873
BAC009S0228W0203,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0228W0203.wav,"{'uttid': 'BAC009S0228W0203', 'text': 'DO冻食品质量控制视频', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0228W0203.wav', 'rtf': '0.0091'}",3.596
BAC009S0163W0234,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0163W0234.wav,"{'uttid': 'BAC009S0163W0234', 'text': '这样一定能够比较好的分析', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0163W0234.wav', 'rtf': '0.0091'}",2.975
BAC009S0353W0221,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0353W0221.wav,"{'uttid': 'BAC009S0353W0221', 'text': '环境空气监测质量活动', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0353W0221.wav', 'rtf': '0.0091'}",2.935
BAC009S0133W0248,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0133W0248.wav,"{'uttid': 'BAC009S0133W0248', 'text': '继续固守传统业务模式', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0133W0248.wav', 'rtf': '0.0091'}",3.457
BAC009S0035W0285,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0035W0285.wav,"{'uttid': 'BAC009S0035W0285', 'text': '二零一四财年营收 PEACE', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0035W0285.wav', 'rtf': '0.0091'}",3.527
BAC009S0095W0287,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0095W0287.wav,"{'uttid': 'BAC009S0095W0287', 'text': '我觉得还是有点', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0095W0287.wav', 'rtf': '0.0091'}",2.802
BAC009S0661W0270,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0661W0270.wav,"{'uttid': 'BAC009S0661W0270', 'text': '为什么 IS拉线的 IS没有拉线的', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0661W0270.wav', 'rtf': '0.0091'}",3.128
BAC009S0073W0237,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0073W0237.wav,"{'uttid': 'BAC009S0073W0237', 'text': '我方禁用英雄轮到敌方禁用英雄', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0073W0237.wav', 'rtf': '0.0091'}",2.873
